flavors,parents_link,recommendations_notes,grow_info,parents_link/_source,strain_highlights,parents/_source,number_reviews,review,most_popular_in,name,parents/_alt,parents,pageUrl
1. Sweet 2. Citrus 3. Diesel,https://www.leafly.com/hybrid/sfv-og,,,/hybrid/sfv-og,"Double OG combines the powerhouse indica properties of Big Bud Afgoo and SFV OG to create a sedating strain ideal for body aches and sleepless nights. Though often regarded as too potent for novices, Double OG’s knock-out effects are well-suited for experienced consumers with a high THC tolerance. Deep relaxation of the mind and body brings relief to stress and anxiety, while also calming muscle spasms, tremors, and pain.; Most Helpful Midnyte003 8/4/2015 4:27 PM 8/4/2015 4:27 PM “This was amazing for my spine injury and nerve pain. WoW! My back has gel packs in the areas that hurt so much.... it's a nice, cold pain relief. This made me couch locked only because I wanted to enjoy laying down without pain in my spine. Berry OG has been the only one to help with my spine, but wow this is amazing too! Tastes sweet, earthy, and woodsy. Rolled this with a Green Apple Juicy Jay paper and damn ...” Read Full Review Report Abuse Most Recent Bustercoe 11/25/2015 4:03 PM 11/25/2015 4:03 PM “Wow, amazing. This is probably the best indica ive copped. Granted, I live in nyc so im not used to the high quality kush of colorado or washington, but this was on a whole nother level. Highly recommend” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/sfv-og/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/big-bud/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/afgoo/badge?width=340&padding=false,4.6| 11 Reviews,4.6,"Detroit, MI Berkeley, CA Chico, CA Laguna Hills,CA; Marysville,CA San Diego, CA San Francisco, CA",Double OG,SFV OG; Big Bud; Afgoo,https://d3h17ltqi8v019.cloudfront.net/hybrid/sfv-og/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/big-bud/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/afgoo/badge?width=340&padding=false,https://www.leafly.com/indica/double-og
1. Earthy 2. Spicy/Herbal 3. Pine,,63,63,,"Double Purple Doja is an indica strain that crosses Sputnik #1 with Black Russian, a parentage that gives rise to powerfully euphoric effects and a musky blackberry aroma. This indica is best saved for late night use, but its sedating qualities won’t entirely pull the plug on social or creative activities if enjoyed earlier in the day. Most notable is its deep purple coloration, and breeders often turn to Double Purple Doja genetics when creating new purple varieties. Though originally bred by TGA Genetics, Double Purple Doja is largely propagated by breeders Outlaw and Matthew Riot.; Most Helpful xRaBBiTx 10/6/2011 10:24 PM 10/6/2011 10:24 PM “This is some of the most purple marijuana I've ever seen. People see this and fall in love. Probably 50-75% of the bud is purple, and it smells extremely like Grape. You can search up a page to see the genetics, it seems to be a cross of Sputnik #1 and Black Russian. Sputnik #1 has Skunk #1 and Apollo 13 derivatives. I've seen less-potent LOOKING high-grade stuff pack a bigger punch; such as Sweet Tooth, but Doubl...” Read Full Review Report Abuse Most Recent Nuclear 2/15/2016 5:56 AM 2/15/2016 5:56 AM “Shared bubbler bowl with wife: Beautiful color flower Doesn't make me too sleepy Seemed more like an earthy/wood taste Focused Thirsty Great strain” Read Full Review Report Abuse",,4.7| 10 Reviews,4.7,,Double Purple Doja,,,https://www.leafly.com/indica/double-purple-doja
1. Sweet,https://www.leafly.com/indica/blueberry,,,/indica/blueberry,"Dr. Funk is a mostly indica strain that balances genetics from Blueberry and Bubba Kush. You can taste this strain’s lineage as flavors of sweet berry and earthy sharpness activate on the exhale. Its tight, compact buds and orange hair-like pistils are obscured under a thick dusting of crystal trichomes, which hint at Dr. Funk’s potency.; Most Helpful mistergreenfeet 10/8/2015 11:45 PM 10/8/2015 11:45 PM “Strong as hell, knocked me right out. Great for insomnia. Didn't need to smoke much either, pretty much one hit quit. Tastes and smells great, a bit sweet.” Read Full Review Report Abuse Most Recent fritts007 2/22/2016 11:32 PM 2/22/2016 11:32 PM “We want the Funk!!!! Definitely a fave of mine!!!” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/blueberry/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/bubba-kush/badge?width=340&padding=false,4.6| 19 Reviews,4.6,"Portland, OR Mesa, AZ Detroit, MI Eugene, OR Hood River, OR; Milwaukie,OR Portland,OR San Francisco, CA Springfield, OR Tacoma, WA",Dr. Funk,Blueberry; Bubba Kush,https://d3h17ltqi8v019.cloudfront.net/indica/blueberry/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/bubba-kush/badge?width=340&padding=false,https://www.leafly.com/indica/dr-funk
1. Berry 2. Sweet 3. Butter,https://www.leafly.com/hybrid/blue-dream,,,/hybrid/blue-dream,"Dream Berry is a sweet, fruity cross between Blue Dream and Blackberry. Its calming indica qualities prevail over its sativa genetics. The breeders at Apothecary Genetics recommend a short 6 to 7 week flowering time for indoor gardens, or the end of September for outdoor cultivators.; Most Helpful crazycolton55 12/1/2014 10:26 PM 12/1/2014 10:26 PM “This weed has a high that is similar to blue dream except once this one is over u hit the ground harder. The flavor is a delicious sweet berry flavor with a tangy grapefruit aftertaste 4/5” Read Full Review Report Abuse Most Recent PizzaChamp420 12/3/2015 8:23 AM 12/3/2015 8:23 AM “Experience: Heavy body relaxation, sleep Usage: Bedtime bowls. Look/Feel: Tiny lime green leaves & brown hairs have a yellow glow due to the thick coating of small crystals covering the very dense buds. Smell: Citrusy skunky fresh piney sweet pungent floral aroma. Taste/Smoke: Fruity, spicy, peppery, medium-heavy smoke” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/blue-dream/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/blackberry/badge?width=340&padding=false,4.5| 18 Reviews,4.5,"Denver, CO Bellevue, WA Los Angeles, CA Olympia, WA; Pueblo West,CO Renton, WA Seattle, WA",Dream Berry,Blue Dream; Blackberry,https://d3h17ltqi8v019.cloudfront.net/hybrid/blue-dream/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/blackberry/badge?width=340&padding=false,https://www.leafly.com/indica/dream-berry
1. Minty 2. Diesel 3. Menthol,https://www.leafly.com/indica/south-asian,Easy; 56; High; Medium,Easy; 56; High; Medium,/indica/south-asian,"Durga Mata, bred by Paradise Seeds, is an indica-driven strain. Despite being 90% indica, it acts unlike other predominately indica strains. With flavors best described as reminiscent of Turkish Delight, it offers a long-lasting relaxing body buzz without the couch potato effect. This strain has a natural resistance to pests and survives through rough treatment, which makes it a recommended choice for beginners and outdoor growers.; Most Helpful agreenpassion 7/17/2015 12:30 AM 7/17/2015 12:30 AM “nice tight dense with a lot of mostly cloudy trichs. high comes on fast and powerful. with a mentholy mint taste on the inhale and a turpentine-jet fuel taste/smell on the exhale leaves a menthol taste on ur tongue. very interesting terpene profile. body pain seems to disappear and painful tingly nerve pain is forgotten. happy and talkative but a bit slow and sleepy. fun for gamers.” Read Full Review Report Abuse Most Recent Salmon97 12/29/2015 4:12 AM 12/29/2015 4:12 AM “Best bud I've smoked for pain relief and stress. Very strong indica.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/south-asian/badge?width=340&padding=false,4.9| 2 Reviews,4.9,"Eugene, OR; Toronto, ON",Durga Mata,South Asian Indica,https://d3h17ltqi8v019.cloudfront.net/indica/south-asian/badge?width=340&padding=false,https://www.leafly.com/indica/durga-mata
1. Grapefruit 2. Citrus 3. Pungent,https://www.leafly.com/sativa/grapefruit,46; Early October,46; Early October,/sativa/grapefruit,"Dynamite is a short and bushy Indica that provides high yield and high quality bud. Smells like grapefruit and produces and thick and fruity smoke. Very fast indoor flowering at 50 days with striking purple & pink buds.; Most Helpful Tempest83 12/7/2011 7:19 PM 12/7/2011 7:19 PM “Got dumped off my horse and was in major back agony. My local bud tender suggested this strain for pain. It was SUPER effective, strong, relaxing and put me to sleep. I'd say this worked as well as a vicoden! If you are looking for pain relief and sleep, this is your strain.” Read Full Review Report Abuse Most Recent fuzzyandred 1/11/2016 9:05 PM 1/11/2016 9:05 PM “I'm high af because of ma boy dynamite I just came back from the gym and smoked sum of this stuff. but this is not the first time, ooh no.. let me tell you the story of Dynamite a friend of mine picked me up after work, ""let's go cruisin main"" he said, so we got pizza and bought some dynamite for the eve.. and we had a very funny evening. he started making weird noises and we almost died of laughter. now a view days...” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/grapefruit/badge?width=340&padding=false,4.5| 47 Reviews,4.5,"Bellingham, WA Bellevue, WA Carlsbad,CA Cashmere,WA Chandler, AZ; Denver, CO Denver,CO East Wenatchee,WA Everett, WA Mount Vernon, WA",Dynamite,Grapefruit,https://d3h17ltqi8v019.cloudfront.net/sativa/grapefruit/badge?width=340&padding=false,https://www.leafly.com/Indica/29aca226-23ba-4726-a4ab-f3bf68f2a3c4
1. Sweet 2. Pungent 3. Citrus,https://www.leafly.com/indica/afghani,Easy; Outdoor; 55; High; Medium,Easy; Outdoor; 55; High; Medium,/indica/afghani,"Early Girl is the wallflower of cannabis strains since its introduction in the 1980s. Lovingly preserved by the breeders at Sensi Seeds, this strain is lazy and relaxed, nothing over the top. A 75/25 indica-dominant hybrid, Early Girl is a good one for those new to cannabis who would like relief from stress. Also a great strain for novice growers, it's compact, resilient, and has a particularly short flowering time of 7 to 8 weeks. Early Girl grows especially well outdoors, but won’t put up a fuss if she’s stuck inside.; Most Helpful Prof_Zeitgeist 7/13/2014 5:03 AM 7/13/2014 5:03 AM “this shit made me jump out a window and bite a dog.” Read Full Review Report Abuse Most Recent gmnbw 2/29/2016 3:46 AM 2/29/2016 3:46 AM “very tasty and great high” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/mexican/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/south-asian/badge?width=340&padding=false,3.7| 37 Reviews,3.7,"Eugene, OR Albany, OR Albany,OR Ashland, OR Bainbridge Island, WA; Chico,CA Mukilteo,WA Salem, OR Seattle, WA Springfield, OR",Early Girl,Afghani; Mexican; South Asian,https://d3h17ltqi8v019.cloudfront.net/indica/afghani/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/mexican/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/south-asian/badge?width=340&padding=false,https://www.leafly.com/indica/early-girl
1. Earthy 2. Pine 3. Woody,,,,,Eastern European refers to any strain that grows natively in this region of the world. These indigenous vareities (also called landraces) tend to be indica in structure and effect due to Eastern Europe's latitude and climate.,,,,,Eastern European,,,https://www.leafly.com/indica/eastern-european
1. Berry 2. Pungent 3. Rose,https://www.leafly.com/indica/hindu-kush,55,55,/indica/hindu-kush,"Edelweiss (literally ‘noble white’) was named after the famous white flower that grows in the high Swiss Alps. Both plants share qualities such as the star-shaped leaflets around the flower tops and the thick white coating on the leaves. Made from a blend of Hindu Kush, North Indian and Skunk, this is a mostly indica hybrid with just enough sativa background to perk up the powerful stone.; Most Helpful Samurai_JAC 3/1/2012 9:32 PM 3/1/2012 9:32 PM “-1st Degree BLACK BELT BUDS- Still as tasty and clear-headed as ever. I really enjoy this smoke when I need to wat5ch my children. It keeps my head totally clear while also enabling me to pick up my kids w/o ANY back pain whatsoever. This weed really helps me get through the day without feeling out of it or feeling l,ike just sitting on the couch and not moving. If your looking for that then look for a Indica maybe. ...” Read Full Review Report Abuse Most Recent shark0294 1/5/2016 5:39 PM 1/5/2016 5:39 PM “I have a very high tolerance when it comes to marijuana, but this is definitely one of the best Indica strains that actually has an effect on me both mentally and physically.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/hindu-kush/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/skunk-1/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/north-indian/badge?width=340&padding=false,4.2| 18 Reviews,4.2,,Edelweiss,Hindu Kush; Skunk No. 1; North Indian,https://d3h17ltqi8v019.cloudfront.net/indica/hindu-kush/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/skunk-1/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/north-indian/badge?width=340&padding=false,https://www.leafly.com/indica/edelweiss
1. Pine 2. Earthy 3. Pungent,https://www.leafly.com/indica/abusive-og,65; Medium,65; Medium,/indica/abusive-og,"El Jefe by Rare Dankness Seeds is a 70/30 indica-dominant cross between Abusive OG and Rare Dankness #1. It delivers powerful full-body effects coupled with an earthy, spicy lemon aroma.; Most Helpful vitaman 11/7/2015 1:41 AM 11/7/2015 1:41 AM “Wow. Very strong, relaxing and sedating. Closed eye visuals with music. EXCELLENT PAIN RELIEF! I am really impressed! So sticky it gummed up my grinder. Very pungent, tasty, took a long time to fully vape a bowl. Dense- It looked quite small and compact. Went back for another bag the next day, because it will be gone fast.! I never give 5 stars, but this is so good and I could not give a 4.75.” Read Full Review Report Abuse Most Recent mattny 3/1/2016 5:37 PM 3/1/2016 5:37 PM “Very hungry, sleepy, relaxed” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/abusive-og/badge?width=340&padding=false,4.5| 21 Reviews,4.5,"Dryden, WA Los Angeles, CA Los Angeles,CA Portland, OR; Vancouver, BC Vancouver,BC Wenatchee, WA",El Jefe,Abusive OG,https://d3h17ltqi8v019.cloudfront.net/indica/abusive-og/badge?width=340&padding=false,https://www.leafly.com/indica/el-jeffe
1. Earthy 2. Pungent 3. Citrus,https://www.leafly.com/hybrid/fire-og,Tall; End of Oct,Tall; End of Oct,/hybrid/fire-og,"Emerald OG, a strain developed by the California Breeders Association, is a vigorous cross that combines Fire OG with Emerald Diesel. The resulting hybrid was then backcrossed with the pollen from a Fire OG male to forge this indica-dominant hybrid. Emerald OG has a blend of mild floral and melon flavors that mix with pungent citrus notes and produce deep relaxing effects that are a great answer for migraines and sleepless nights.; Most Helpful oceancrashing 12/10/2015 11:03 PM 12/10/2015 11:03 PM “Tried this one for the first time last night and all I can say is WOW. It was excellent. Gave me a burst of happiness and calmness and then coming down I got pretty sleepy and managed to sleep through the night even though I have chronic insomnia. New favorite for the time being.” Read Full Review Report Abuse Most Recent matthewearl 2/27/2016 5:43 PM 2/27/2016 5:43 PM “First thanks for Bhang Society in North Hollywood for getting me this new strain. This is my first review on a flower that deserves to be mentioned. I am also not using an alias as I stand proudly behind my reviews. From the gate, you will know Emd means business. Physical layout is gorgeous with heavy carpeted trichomes and fat condensed calyxes. Smell is like a field of lemon trees planted on newly overturned s...” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/fire-og/badge?width=340&padding=false,4.8| 20 Reviews,4.8,"Anaheim,CA Boston, MA Chandler, AZ Costa Mesa, CA Cypress,CA; Dana Point,CA Denver, CO Eugene, OR Everett, WA Fullerton,CA",Emerald OG,Fire OG,https://d3h17ltqi8v019.cloudfront.net/hybrid/fire-og/badge?width=340&padding=false,https://www.leafly.com/indica/emerald-og
